Date,League,Team 1,Score,Team 2,League Name
29.08. 23:50,TEN ATP,"Wawrinka, Stan",3:0,"Nishioka, Yoshi.",Tennis ATP
30.08. 00:10,TEN ATP,"Harris, Lloyd",3:0,"Pella, Guido",Tennis ATP
30.08. 00:10,TEN ATP,"Daniel, Taro",1:3,"Monfils, Gael",Tennis ATP
30.08. 17:00,FIN 1,FC Lahti,1:2,FC Inter Turku,Finnland Veikkausliiga
30.08. 18:30,POL 1,Pogon Szczecin,0:2,Slask Wroclaw,Polen Orange Ekstraklasa
30.08. 19:00,ARG CUP,CA Talleres*,2:2,Colon Santa Fe,Argentinien Cup
30.08. 20:30,ITA B,Ternana Calcio,0:1,US Cremonese,Italien Serie B
30.08. 20:30,ITA B,Sampdoria Genua,1:2,Venezia FC,Italien Serie B
30.08. 20:30,ITA B,US Catanzaro,3:0,Spezia Calcio,Italien Serie B
30.08. 20:30,ITA B,AS Bari,1:1,AS Cittadella,Italien Serie B
30.08. 20:45,ENG LC,Harrogate Town,0:8,Blackburn Rovers,England - EFL Cup
30.08. 20:45,ENG LC,Nottingham Forest,0:1,FC Burnley,England - EFL Cup
30.08. 20:45,ENG LC,FC Chelsea,2:1,AFC Wimbledon,England - EFL Cup
30.08. 20:45,ENG LC,FC Chelsea,2:2,AFC Wimbledon+1,England - EFL Cup
30.08. 20:45,ENG LC,Sheffield United,0:0,Lincoln City,England - EFL Cup
30.08. 21:00,ENG LC,Doncaster Rovers,1:2,FC Everton,England - EFL Cup
30.08. 21:00,CL,PSV Eindhoven NED,5:1,Gl.Rangers SCO,UEFA Champions League
30.08. 21:00,CL,PSV Eindhoven,5:2,Glasgow Rangers+1,UEFA Champions League
30.08. 21:00,CL,FC Kopenhagen DEN,1:1,Rakow Czestoch POL,UEFA Champions League
30.08. 21:00,CL,FC Kopenhagen,1:2,Rakow Czestochow+1,UEFA Champions League
30.08. 21:00,CL,AEK Athen GRE,1:2,R. Antwerpen BEL,UEFA Champions League
30.08. 21:00,CL,AEK Athen,1:3,Royal Antwerpen+1,UEFA Champions League
30.08. 21:15,ARG CUP,Argentinos Jun.*,0:1,CA San Martin,Argentinien Cup
30.08. 23:30,ARG CUP,CA San Lorenzo*,1:0,CA Belgrano,Argentinien Cup
31.08. 00:00,BRA 2,Novorizontino SP,2:0,Ituano FC SP,Brasilien Brasilero Serie B
31.08. 00:00,COPA S,Defensa y Jus. ARG,2:1,Botafogo FR RJ BRA,Copa Sudamericana
31.08. 01:30,USA MLS,New York City FC,2:0,CF Montreal,USA Major League Soccer
31.08. 01:30,USA MLS,New England Rev.,1:0,NY Red Bulls,USA Major League Soccer
31.08. 01:30,USA MLS,Inter Miami CF,0:0,Nashville SC,USA Major League Soccer
31.08. 02:30,COPA L,SE Palmeiras S BRA,0:0,Dep.Pereira COL,Copa Libertadores
31.08. 02:30,COPA L,Racing Club ARG,0:0,Boca Juniors ARG,Copa Libertadores
31.08. 02:30,USA MLS,Saint Louis City,2:1,FC Dallas,USA Major League Soccer
31.08. 02:30,USA MLS,FC Minnesota Utd.,3:0,Colorado Rapids,USA Major League Soccer
31.08. 02:30,USA MLS,Houston Dynamo,2:0,Columbus Crew,USA Major League Soccer
31.08. 02:30,USA MLS,Chicago Fire,0:1,Vancouver W'caps,USA Major League Soccer
31.08. 04:30,USA MLS,San Jose Earthqua,2:3,LA Galaxy,USA Major League Soccer
31.08. 18:00,EL,Qarabag FK AZE,1:1,Ol. Ljubljana SLO,UEFA Europa League
31.08. 18:00,CON LG,HJK Helsinki FIN,2:0,FC Farul Const ROU,UEFA Europa Conference League
31.08. 18:00,CON LG,Bodö Glimt NOR,2:2,Sf.Gheorghe ROU,UEFA Europa Conference League
31.08. 18:45,CON LG,Breidablik ISL,1:0,Struga Trim MKD,UEFA Europa Conference League
31.08. 19:00,CON LG,APOEL Nikosia CYP,1:2,KAA Gent BEL,UEFA Europa Conference League
31.08. 19:00,CON LG,Twente Ensch. NED,0:1,Fenerbahce TUR,UEFA Europa Conference League
31.08. 19:00,CON LG,Brann Bergen NOR,3:3,AZ Alkmaar NED,UEFA Europa Conference League
31.08. 19:00,CON LG,Vikt. Pilsen CZE,3:0,Tobol Kostanay KAZ,UEFA Europa Conference League
31.08. 19:00,EL,Aris Limassol CYP,6:2,Slov. Bratisl. SVK,UEFA Europa League
31.08. 19:00,EL,Zorya Lugansk UKR*,2:1,Slavia Prag CZE,UEFA Europa League
31.08. 19:00,EL,FC Sheriff T. MDA,2:1,KI Klaksvik FRO,UEFA Europa League
31.08. 19:00,EL,Sparta Prag CZE,4:1,Dinamo Zagreb CRO,UEFA Europa League
31.08. 19:30,CON LG,PAOK Thessal. GRE,4:0,Heart of Midl. SCO,UEFA Europa Conference League
31.08. 20:00,CON LG,AC Fiorentina ITA,2:0,SK Rapid Wien AUT,UEFA Europa Conference League
31.08. 20:00,CON LG,AC Fiorentina,2:1,SK Rapid Wien+1,UEFA Europa Conference League
31.08. 20:00,CON LG,AC Fiorentina,2:2,SK Rapid Wien+2,UEFA Europa Conference League
31.08. 20:00,CON LG,BATE Borisov BLR*,1:0,FC Ballkani KOS,UEFA Europa Conference League
31.08. 20:00,CON LG,Ferencvaros HUN,3:0,Zalg. Vilnius LTU,UEFA Europa Conference League
31.08. 20:00,CON LG,Partiz.Tirana ALB,1:1,FC Astana KAZ,UEFA Europa Conference League
31.08. 20:00,CON LG,SC Dnipro UKR*,1:1,Spartak Trnava SVK,UEFA Europa Conference League
31.08. 20:00,CON LG,Adana Demirsp. TUR,1:0,KRC Genk BEL,UEFA Europa Conference League
31.08. 20:00,CON LG,Besiktas Ist. TUR,1:0,FC Dynamo Kiew UKR,UEFA Europa Conference League
31.08. 20:00,CON LG,NK Celje SLO,1:1,Macc. Tel Aviv ISR,UEFA Europa Conference League
31.08. 20:00,EL,Cukaricki Belg SRB,0:3,Olympiakos P. GRE,UEFA Europa League
31.08. 20:00,EL,Ajax Amsterd. NED,0:1,Ludogorets BUL,UEFA Europa League
31.08. 20:15,CON LG,HNK Rijeka CRO,1:0,Lille OSC FRA,UEFA Europa Conference League
31.08. 20:20,EH CL,HC Innsbruck AUT,5:2,Servette Genf SUI,Champions Hockey League
31.08. 20:30,CON LG,E. Frankfurt GER,2:0,Levski Sofia BUL,UEFA Europa Conference League
31.08. 20:30,CON LG,Eintr. Frankfurt,2:1,Levski Sofia+1,UEFA Europa Conference League
31.08. 20:30,CON LG,Eintr. Frankfurt,2:2,Levski Sofia+2,UEFA Europa Conference League
31.08. 20:30,CON LG,Club Brügge BEL,2:2,CA Osasuna ESP,UEFA Europa Conference League
31.08. 20:30,CON LG,Club Brügge,2:3,CA Osasuna+1,UEFA Europa Conference League
31.08. 20:30,EL,FC Lugano SUI,0:1,Saint Gilloise BEL,UEFA Europa League
31.08. 20:45,EL,FC Aberdeen SCO,1:3,BK Häcken SWE,UEFA Europa League
31.08. 21:00,EL,Zrinjs. Mostar BIH,1:1,LASK AUT,UEFA Europa League
31.08. 21:00,EL,Zrinjski Mostar+1,2:1,LASK,UEFA Europa League
31.08. 21:00,CON LG,Aston Villa ENG,3:0,Hibernian FC SCO,UEFA Europa Conference League
31.08. 21:00,CON LG,Aston Villa,3:1,Hibernian FC+1,UEFA Europa Conference League
31.08. 21:00,CON LG,Aston Villa,3:2,Hibernian FC+2,UEFA Europa Conference League
31.08. 21:00,CON LG,Legia Warschau POL,1:1,FC Midtjylland DEN,UEFA Europa Conference League
31.08. 21:00,CON LG,FK Partizan SRB,0:1,Nordsjaelland DEN,UEFA Europa Conference League
