Date,League,Team 1,Score,Team 2,League Name
04.01. 19:00,EH SWE,Timra IK,2:3,Linköpings HC,Schweden Elitserien
04.01. 19:00,EH SWE,Lulea Hockey,3:3,MoDo Hockey,Schweden Elitserien
04.01. 19:15,ESP 1,FC Sevilla,0:2,Athletic Bilbao,Spanien La Liga
04.01. 19:30,ISR 1,Hapoel Haifa,3:2,Beitar Jerusalem,Israel Superliga
04.01. 19:30,EH GER,Eisbären Berlin,2:3,Schwenninger W.W.,Deutschland Eishockey Liga
04.01. 19:45,EH SUI,HC Servette Genf,2:1,HC Lugano,Schweiz National League A
04.01. 19:45,EH SUI,EV Zug,4:5,HC Davos,Schweiz National League A
04.01. 20:00,BB EL,Roter Stern SRB,88:72,Partizan Belgr SRB,Euroleague
04.01. 21:00,ENG FA,Crystal Palace,0:0,FC Everton,England - FA Cup
04.01. 21:00,ITA CUP,Juventus Turin,6:1,Salernitana Calcio,Coppa Italia
04.01. 21:30,ESP 1,UD Las Palmas,1:2,FC Barcelona,Spanien La Liga
05.01. 15:00,TUR 1,Gaziantep FK,2:2,Pendikspor,Türkei Süper Lig
05.01. 18:00,TUR 1,Besiktas Istanbul,1:3,Kasimpasa,Türkei Süper Lig
05.01. 18:00,TUR 1,Antalyaspor,0:0,Alanyaspor,Türkei Süper Lig
05.01. 18:00,FRA CUP,FC Pau,1:4,FC Nantes,Frankreich Coupe de France
05.01. 19:30,EH GER,ERC Ingolstadt,1:4,Augsburger Panth.,Deutschland Eishockey Liga
05.01. 19:30,EH GER,Löwen Frankfurt,2:3,Bremerhaven P.,Deutschland Eishockey Liga
05.01. 19:30,EH GER,Nürnberg Ice Tiger,3:3,Adler Mannheim,Deutschland Eishockey Liga
05.01. 19:30,EH GER,Kölner Haie,3:6,EHC München,Deutschland Eishockey Liga
05.01. 19:30,EH GER,Iserlohn Roosters,4:2,EHC Wolfsburg,Deutschland Eishockey Liga
05.01. 19:30,EH GER,Düsseldorfer EG,1:4,Straubing Tigers,Deutschland Eishockey Liga
05.01. 19:45,POR 1,Sporting Lissabon,5:1,Estoril Praia,Portugal Primeira Liga
05.01. 20:15,ENG FA,FC Brentford,1:1,Wolverhampton,England - FA Cup
05.01. 20:30,ENG FA,FC Fulham,1:0,Rotherham United,England - FA Cup
05.01. 20:45,ITA A,Bologna FC,1:1,FC Genua,Italien Serie A
05.01. 20:45,FRA CUP,FC Metz,1:1,Clermont Foot,Frankreich Coupe de France
05.01. 20:45,SCO CS,FC Queens Park,2:1,Dunfermline,Schottland Championship
05.01. 21:00,ENG FA,Tottenham,1:0,FC Burnley,England - FA Cup
05.01. 21:45,POR 1,Boavista FC,1:1,FC Porto,Portugal Primeira Liga
06.01. 12:30,ITA A,Inter Mailand,2:1,Hellas Verona,Italien Serie A
06.01. 13:30,ENG FA,FC Millwall,2:3,Leicester City,England - FA Cup
06.01. 13:30,ENG FA,AFC Wimbledon,1:3,Ipswich Town,England - FA Cup
06.01. 13:45,ENG FA,AFC Sunderland,0:3,Newcastle United,England - FA Cup
06.01. 14:00,EH AUT,EC KAC,4:2,Black Wings Linz,win2day ICE Hockey League
06.01. 15:00,ITA A,Frosinone Calcio,2:3,AC Monza,Italien Serie A
06.01. 15:30,FS,FC Basel SUI,1:1,Bayern München GER,Freundschaftsspiele International (Klub)
06.01. 16:00,ENG FA,Hull City,1:1,Birmingham City,England - FA Cup
06.01. 16:00,ENG FA,Queens Park R.,2:3,AFC Bournemouth,England - FA Cup
06.01. 16:00,ENG FA,Blackburn Rovers,5:2,Cambridge United,England - FA Cup
06.01. 16:00,ENG FA,Stoke City,2:4,Brighton & Hove,England - FA Cup
06.01. 16:00,ENG FA,FC Southampton,4:0,FC Walsall,England - FA Cup
06.01. 16:00,ENG FA,Norwich City,1:1,Bristol Rovers,England - FA Cup
06.01. 16:00,ESP CUP,CD Lugo,1:3,Atletico Madrid,Spanien Copa del Rey
06.01. 17:00,ESP CUP,Espanyol Barcelona,0:1,Getafe CF,Spanien Copa del Rey
06.01. 18:00,ITA A,US Lecce,1:1,Cagliari Calcio,Italien Serie A
06.01. 18:00,ESP CUP,Elche CF,0:2,FC Girona,Spanien Copa del Rey
06.01. 18:30,ENG FA,Middlesbrough,0:1,Aston Villa,England - FA Cup
06.01. 18:30,ENG FA,FC Chelsea,4:0,Preston North End,England - FA Cup
06.01. 18:30,ENG FA,Sheffield Wednes.,4:0,Cardiff City,England - FA Cup
06.01. 19:15,EH AUT,Vienna Capitals,3:6,HK Olimpija,win2day ICE Hockey League
06.01. 19:30,EH AUT,Pion. Vorarlberg,2:2,EC RB Salzburg,win2day ICE Hockey League
06.01. 19:30,EH AUT,EC Graz 99ers,1:7,EC VSV,win2day ICE Hockey League
06.01. 20:00,ESP CUP,CD Alaves,1:0,Betis Sevilla,Spanien Copa del Rey
06.01. 20:45,ITA A,US Sassuolo,1:0,AC Fiorentina,Italien Serie A
06.01. 21:30,ESP CUP,Arandina CF,1:3,Real Madrid,Spanien Copa del Rey
07.01. 12:00,ESP CUP,Burgos CF,0:3,RCD Mallorca,Spanien Copa del Rey
07.01. 12:30,ITA A,FC Empoli,0:3,AC Milan,Italien Serie A
07.01. 14:30,FRA CUP,RC Lens,2:2,AS Monaco,Frankreich Coupe de France
07.01. 15:00,ITA A,Udinese Calcio,1:2,Lazio Rom,Italien Serie A
07.01. 15:00,ITA A,FC Torino,3:0,SSC Napoli,Italien Serie A
07.01. 15:00,ENG FA,Luton Town,0:0,Bolton Wanderers,England - FA Cup
07.01. 15:00,ENG FA,Manchester City,5:2,Huddersfield+2,England - FA Cup
07.01. 15:00,ENG FA,West Ham United,1:1,Bristol City,England - FA Cup
07.01. 15:00,ENG FA,West Bromwich,4:1,Aldershot Town,England - FA Cup
07.01. 15:00,ENG FA,Nottingham Forest,2:2,FC Blackpool,England - FA Cup
07.01. 15:00,ENG FA,Peterborough Utd.,0:3,Leeds United,England - FA Cup
07.01. 16:00,ESP CUP,Racing de Ferrol,1:2,FC Sevilla,Spanien Copa del Rey
07.01. 17:30,ENG FA,FC Arsenal,0:2,FC Liverpool,England - FA Cup
07.01. 18:00,ITA A,Salernitana Calcio,1:2,Juventus Turin,Italien Serie A
07.01. 18:00,ESP CUP,Unionistas CF,1:1,Villarreal CF,Spanien Copa del Rey
07.01. 19:00,ESP CUP,SD Eibar,0:3,Athletic Bilbao,Spanien Copa del Rey
07.01. 19:00,ESP CUP,FC Cartagena,1:1,FC Valencia,Spanien Copa del Rey
07.01. 20:00,GRE 1,Olympiakos Piräus,1:2,AEK Athen,Griechenland Super League
07.01. 20:45,ITA A,AS Roma,1:1,Atalanta Bergamo,Italien Serie A
07.01. 21:00,ESP CUP,Malaga CF,0:1,Real Sociedad,Spanien Copa del Rey
07.01. 21:00,ESP CUP,UD Barbastro,2:3,FC Barcelona,Spanien Copa del Rey
08.01. 18:00,ISR 1,Mac. Petach Tikva,0:3,Hapoel Haifa,Israel Superliga
08.01. 18:00,CYP 1,Doxa Katokopias,1:0,FC Pafos,Zypern 1. Division
08.01. 18:00,CYP 1,AEK Larnaca,2:0,AEZ Zakakiou,Zypern 1. Division
08.01. 18:00,MAR 1,FUS Rabat,1:4,AS FAR Rabat,"Marokko, 1. Liga"
08.01. 19:00,GRE 1,OFI Kreta,1:1,Lamia 1964,Griechenland Super League
08.01. 19:00,ISR 1,Beitar Jerusalem,1:1,Ashdod SC,Israel Superliga
08.01. 19:00,EH SWE,Timra IK,2:3,Rögle BK,Schweden Elitserien
08.01. 20:30,ITA C1A,Padua Calcio,0:5,AC Mantova,"Italien Lega Pro Prima Divisione, Girone A"
08.01. 20:45,ITA C1A,AC Lumezzane,0:3,Pro Vercelli,"Italien Lega Pro Prima Divisione, Girone A"
08.01. 21:15,ENG FA,Wigan Athletic,0:2,Manchester United,England - FA Cup
08.01. 21:15,ENG FA,Wigan Athletic+1,1:2,Manchester United,England - FA Cup
08.01. 21:15,POR 1,Moreirense FC,1:4,Casa Pia AC,Portugal Primeira Liga
09.01. 01:00,NHL,Philadelphia Fl.,1:4,Pittsburgh Peng.,USA NHL
09.01. 01:00,NHL,New York Rangers,3:6,Vancouver Can.,USA NHL
09.01. 02:00,NHL,Minnesota Wild,0:4,Dallas Stars,USA NHL
09.01. 03:00,NHL,Colorado Avalan.,3:3,Boston Bruins,USA NHL
