Date,League,Team 1,Score,Team 2,League Name
27.12. 20:45,BEL 1,KAA Gent,2:0,KVC Westerlo,Belgien Jupiler Pro League
27.12. 21:00,AFR CUP,Nigeria,3:2,Tunesien,Afrika Cup
28.12. 12:30,ITA A,AC Milan,3:0,Hellas Verona,Italien Serie A
28.12. 15:00,ITA A,US Cremonese,0:2,SSC Napoli,Italien Serie A
28.12. 15:00,ENG PL,AFC Sunderland,1:1,Leeds United,England Premier League
28.12. 16:30,POR 1,Casa Pia AC,0:0,Vitoria Guimaraes,Portugal Primeira Liga
28.12. 16:30,EH AUT,EC RB Salzburg,5:1,Ferencvaros TC,win2day ICE Hockey League
28.12. 17:00,EH AUT,EC VSV,1:4,HC Bozen Foxes,win2day ICE Hockey League
28.12. 17:30,EH AUT,Vienna Capitals,1:3,EC KAC,win2day ICE Hockey League
28.12. 17:30,EH AUT,EC Graz 99ers,4:1,HC Pustertal,win2day ICE Hockey League
28.12. 17:30,ENG PL,Crystal Palace,0:1,Tottenham,England Premier League
28.12. 18:00,ITA A,Bologna FC,1:1,US Sassuolo,Italien Serie A
28.12. 18:30,AFR CUP,Algerien,1:0,Burkina Faso,Afrika Cup
28.12. 19:00,POR 1,Sporting Braga,2:2,Benfica Lissabon,Portugal Primeira Liga
28.12. 20:45,ITA A,Atalanta Bergamo,0:1,Inter Mailand,Italien Serie A
28.12. 21:00,AFR CUP,Elfenbeinküste,1:1,Kamerun,Afrika Cup
28.12. 21:30,POR 1,Sporting Lissabon,4:0,Rio Ave FC,Portugal Primeira Liga
29.12. 17:00,AFR CUP,Angola,0:0,Ägypten,Afrika Cup
29.12. 17:00,AFR CUP,Simbabwe,2:3,Südafrika,Afrika Cup
29.12. 19:00,ENG CS,Coventry City,0:2,Ipswich Town,England Championship
29.12. 20:00,AFR CUP,Komoren,0:0,Mali,Afrika Cup
29.12. 20:00,AFR CUP,Sambia,0:3,Marokko,Afrika Cup
29.12. 20:45,ITA A,AS Roma,3:1,FC Genua,Italien Serie A
29.12. 20:45,ITA A,AS Roma,3:2,FC Genua+1,Italien Serie A
29.12. 20:45,ENG CS,Wrexham FC,2:1,Preston North End,England Championship
29.12. 20:45,ENG CS,West Bromwich,2:1,Queens Park R.,England Championship
29.12. 20:45,ENG CS,Stoke City,1:2,Sheffield United,England Championship
29.12. 20:45,ENG CS,Sheffield Wednes.,0:0,Blackburn Rovers,England Championship
29.12. 20:45,ENG CS,FC Portsmouth,2:1,Charlton Athletic,England Championship
29.12. 20:45,ENG CS,Oxford United,0:1,Swansea City,England Championship
29.12. 20:45,ENG CS,Norwich City,0:1,FC Watford,England Championship
29.12. 20:45,ENG CS,FC Millwall,2:1,Bristol City,England Championship
29.12. 20:45,ENG CS,Leicester City,2:1,Derby County,England Championship
29.12. 20:45,ENG CS,Middlesbrough,0:1,Hull City,England Championship
29.12. 21:15,ENG CS,Birmingham City,1:1,FC Southampton,England Championship
29.12. 21:15,POR 1,FC Porto,2:0,AVS Futebol SAD,Portugal Primeira Liga
30.12. 02:15,NFL,Atlanta Falcons,27:24,Los Angeles Rams,USA NFL
