Date,League,Team 1,Score,Team 2,League Name
23.08. 18:00,NOR 2,Kongsvinger IL,1:2,Fredrikstad FK,Norwegen Adeccoligaen
23.08. 18:00,NOR 2,KFUM Oslo,0:1,Hödd IL,Norwegen Adeccoligaen
23.08. 18:00,NOR 2,Bryne FK,3:1,Moss FK,Norwegen Adeccoligaen
23.08. 18:30,CON LG,Spartak Trnava SVK,1:1,SC Dnipro UKR,UEFA Europa Conference League
23.08. 18:45,CON LG,Hibernian FC SCO,0:5,Aston Villa ENG,UEFA Europa Conference League
23.08. 19:00,GER 3,Erzgebirge Aue,2:1,SV Sandhausen,Deutschland 3. Liga
23.08. 19:00,GER 3,FC Viktoria Köln,0:0,Rot-Weiss Essen,Deutschland 3. Liga
23.08. 19:00,GER 3,FC Saarbrücken,4:3,SC Verl,Deutschland 3. Liga
23.08. 19:00,GER 3,SC Freiburg II,0:0,Unterhaching,Deutschland 3. Liga
23.08. 19:00,GER 3,Jahn Regensburg,0:0,Bor. Dortmund II,Deutschland 3. Liga
23.08. 19:00,DEN 2,Vendsyssel FF,2:1,Kolding IF,Dänemark 1. Division
23.08. 19:00,DEN 2,SönderjyskE,4:0,HB Köge,Dänemark 1. Division
23.08. 19:00,DEN 2,FC Helsingor,1:6,Hilleröd Fodbold,Dänemark 1. Division
23.08. 21:00,CL,Maccabi Haifa ISR,0:0,YB Bern SUI,UEFA Champions League
23.08. 21:00,CL,Maccabi Haifa,0:1,Young Boys Bern+1,UEFA Champions League
23.08. 21:00,CL,Maccabi Haifa+1,1:0,Young Boys Bern,UEFA Champions League
23.08. 21:00,CL,Molde FK NOR,2:3,Galatasaray TUR,UEFA Champions League
23.08. 21:00,CL,Molde FK,2:4,Galatasaray+1,UEFA Champions League
23.08. 21:00,CL,Molde FK+1,3:3,Galatasaray,UEFA Champions League
23.08. 21:00,CL,Sporting Braga POR,2:1,Panathinaikos GRE,UEFA Champions League
23.08. 21:00,CL,Sporting Braga,2:2,Panathinaikos+1,UEFA Champions League
23.08. 23:45,COL 1,Alianza Petrolera,1:0,Dep. La Equidad,Kolumbien Primera Liga
24.08. 00:00,COPA S,Botafogo FR RJ BRA,1:1,Defensa y Jus. ARG,Copa Sudamericana
24.08. 00:00,BRA 2,CR Brasil AL,1:1,Avai FC SC,Brasilien Brasilero Serie B
24.08. 01:00,USOPCUP,FC Cincinnati,2:2,Inter Miami CF,USA US Open Cup
24.08. 01:00,USOPCUP,FC Cincinnati+1,3:2,Inter Miami CF,USA US Open Cup
24.08. 01:15,COL 1,Indep. Santa Fe,2:0,Envigado FC,Kolumbien Primera Liga
24.08. 02:30,COPA L,Dep.Pereira COL,0:4,SE Palmeiras S BRA,Copa Libertadores
24.08. 02:30,COPA L,Boca Juniors ARG,0:0,Racing Club ARG,Copa Libertadores
24.08. 02:30,BRA 2,Botafogo FC SP,1:2,Chapecoense SC,Brasilien Brasilero Serie B
24.08. 03:00,MEX 1,Club America,3:2,Necaxa,Mexiko Primera Division
24.08. 03:06,MEX 1,CF Pachuca,1:0,Cruz Azul,Mexiko Primera Division
24.08. 03:30,USOPCUP,Houston Dynamo,1:1,Real Salt Lake,USA US Open Cup
24.08. 03:30,COL 1,Atletico Junior,4:3,America de Cali,Kolumbien Primera Liga
24.08. 04:30,USA MLS,Los Angeles FC,4:0,Colorado Rapids,USA Major League Soccer
24.08. 05:00,MEX 1,San Luis,3:0,Club Leon,Mexiko Primera Division
24.08. 16:00,CON LG,Tobol Kostanay KAZ,1:2,Vikt. Pilsen CZE,UEFA Europa Conference League
24.08. 16:00,CON LG,FC Astana KAZ,1:0,Partiz.Tirana ALB,UEFA Europa Conference League
24.08. 17:00,CON LG,Struga Trim MKD,0:1,Breidablik ISL,UEFA Europa Conference League
24.08. 17:00,SAUD 1,Al Tai,0:3,Al Wehda,Saudi Professional League
24.08. 17:30,FIN 2,Turun Palloseura,2:0,HIFK Helsinki,Finnland Ykkosliiga
24.08. 18:00,CON LG,Zalg. Vilnius LTU,0:4,Ferencvaros HUN,UEFA Europa Conference League
24.08. 18:30,CON LG,Nordsjaelland DEN,5:0,FK Partizan SRB,UEFA Europa Conference League
24.08. 19:00,CON LG,FC Farul Const ROU,2:1,HJK Helsinki FIN,UEFA Europa Conference League
24.08. 19:00,CON LG,Levski Sofia BUL,1:1,E. Frankfurt GER,UEFA Europa Conference League
24.08. 19:00,CON LG,Levski Sofia+1,2:1,Eintr. Frankfurt,UEFA Europa Conference League
24.08. 19:00,CON LG,Sf.Gheorghe ROU,2:2,Bodö Glimt NOR,UEFA Europa Conference League
24.08. 19:00,CON LG,Fenerbahce TUR,5:1,Twente Ensch. NED,UEFA Europa Conference League
24.08. 19:00,CON LG,Dynamo Kiew UKR*,2:3,Besiktas Ist. TUR,UEFA Europa Conference League
24.08. 19:00,CON LG,SK Rapid Wien AUT,1:0,AC Fiorentina ITA,UEFA Europa Conference League
24.08. 19:00,CON LG,SK Rapid Wien+1,2:0,AC Fiorentina,UEFA Europa Conference League
24.08. 19:00,CON LG,Macc. Tel Aviv ISR,4:1,NK Celje SLO,UEFA Europa Conference League
24.08. 19:00,DEN 2,Hobro IK,1:2,Aalborg BK,Dänemark 1. Division
24.08. 19:00,EL,BK Häcken SWE,2:2,FC Aberdeen SCO,UEFA Europa League
24.08. 19:00,EL,Slavia Prag CZE,2:0,Zorya Lugansk UKR,UEFA Europa League
24.08. 20:00,EL,Ludogorets BUL,1:4,Ajax Amsterd. NED,UEFA Europa League
24.08. 20:00,EL,Ol. Ljubljana SLO,0:2,Qarabag FK AZE,UEFA Europa League
24.08. 20:00,EL,Dinamo Zagreb CRO,3:1,Sparta Prag CZE,UEFA Europa League
24.08. 20:00,CON LG,FC Midtjylland DEN,3:3,Legia Warschau POL,UEFA Europa Conference League
24.08. 20:00,CON LG,Lille OSC FRA,2:1,HNK Rijeka CRO,UEFA Europa Conference League
24.08. 20:00,CON LG,KRC Genk BEL,2:1,Adana Demirsp. TUR,UEFA Europa Conference League
24.08. 20:00,CON LG,KAA Gent BEL,2:0,APOEL Nikosia CYP,UEFA Europa Conference League
24.08. 20:00,SAUD 1,Al Riyadh,0:4,Al Ittihad,Saudi Professional League
24.08. 20:00,SAUD 1,Al Ahli Jeddah,1:0,Al Akhdood,Saudi Professional League
24.08. 20:00,SAUD 1,Al Ettifaq FC,1:1,Al Khaleej Saihat,Saudi Professional League
24.08. 20:00,SAUD 1,Al Raed FC,0:4,Al Hilal Riyadh,Saudi Professional League
24.08. 20:30,EL,Saint Gilloise BEL,2:0,FC Lugano SUI,UEFA Europa League
24.08. 20:30,EL,Slov. Bratisl. SVK,2:1,Aris Limassol CYP,UEFA Europa League
24.08. 20:30,CON LG,CA Osasuna ESP,1:2,Club Brügge BEL,UEFA Europa Conference League
24.08. 20:45,CON LG,FC Ballkani KOS,4:1,BATE Borisov BLR,UEFA Europa Conference League
24.08. 20:45,CON LG,AZ Alkmaar NED,1:1,Brann Bergen NOR,UEFA Europa Conference League
24.08. 20:45,CON LG,Heart of Midl. SCO,1:2,PAOK Thessal. GRE,UEFA Europa Conference League
24.08. 20:45,EL,KI Klaksvik FRO,1:1,FC Sheriff T. MDA,UEFA Europa League
24.08. 21:00,EL,Olympiakos P. GRE,3:1,Cukaricki Belg SRB,UEFA Europa League
24.08. 21:00,EL,LASK AUT,2:1,Zrinjs. Mostar BIH,UEFA Europa League
24.08. 21:00,EL,LASK,2:2,Zrinjski Mostar+1,UEFA Europa League
24.08. 21:00,EL,LASK,2:3,Zrinjski Mostar+2,UEFA Europa League
24.08. 23:00,COL 1,Boyaca Chico FC,1:1,Atletico Huila,Kolumbien Primera Liga
25.08. 00:00,COPA S,LDU Quito ECU,2:1,Sao Paulo SP BRA,Copa Sudamericana
25.08. 00:00,COPA S,Am. Mineiro BRA,1:3,Fortaleza EC C BRA,Copa Sudamericana
25.08. 01:20,COL 1,Atletico Nacional,2:0,Deportivo Pasto,Kolumbien Primera Liga
25.08. 02:30,COPA L,Fluminense RJ BRA,2:0,Ol. Asuncion PAR,Copa Libertadores
25.08. 03:30,COL 1,AD Cali,0:0,Los Millonarios,Kolumbien Primera Liga
