Date,League,Team 1,Score,Team 2,League Name
03.01. 19:15,EH AUT,EC RB Salzburg,1:4,Vienna Capitals,win2day ICE Hockey League
03.01. 19:15,EH AUT,EC KAC,3:1,Black Wings Linz,win2day ICE Hockey League
03.01. 19:45,EH AUT,HC Asiago,1:4,EC VSV,win2day ICE Hockey League
03.01. 20:00,ITA SC,Juventus Turin*,1:2,AC Milan,Italien Supercoppa
03.01. 20:00,FRA 2,SM Caen,0:1,Clermont Foot,Frankreich Ligue 2
03.01. 20:00,FRA 2,Grenoble Foot,3:2,SC Bastia,Frankreich Ligue 2
03.01. 20:00,FRA 2,Amiens SC,0:3,Troyes AC,Frankreich Ligue 2
03.01. 21:00,FRA 1,OGC Nizza,3:2,Stade Rennes,Frankreich Ligue 1
03.01. 21:00,ESP 1,FC Valencia,1:2,Real Madrid,Spanien La Liga
03.01. 21:15,POR 1,Vitoria Guimaraes,4:4,Sporting Lissabon,Portugal Primeira Liga
04.01. 13:30,ENG PL,Tottenham,1:2,Newcastle United,England Premier League
04.01. 13:30,ENG CS,Swansea City,1:1,West Bromwich,England Championship
04.01. 15:00,ITA A,Venezia FC,1:1,FC Empoli,Italien Serie A
04.01. 15:30,ESP CUP,SD Huesca,0:1,Betis Sevilla,Spanien Copa del Rey
04.01. 16:00,ENG PL,Manchester City,4:1,West Ham United,England Premier League
04.01. 16:00,ENG PL,Crystal Palace,1:1,FC Chelsea,England Premier League
04.01. 16:00,ENG PL,Aston Villa,2:1,Leicester City,England Premier League
04.01. 16:00,ENG PL,AFC Bournemouth,1:0,FC Everton,England Premier League
04.01. 16:00,ENG PL,FC Southampton,0:5,FC Brentford,England Premier League
04.01. 16:30,ESP CUP,Teneriffa CD,1:2,CA Osasuna,Spanien Copa del Rey
04.01. 17:00,FRA 1,AS Saint Etienne,3:1,Stade de Reims,Frankreich Ligue 1
04.01. 17:00,TUR 1,Galatasaray,2:1,Göztepe,Türkei Süper Lig
04.01. 18:00,TUR 1,Samsunspor,2:1,Trabzonspor,Türkei Süper Lig
04.01. 18:00,ITA A,AC Fiorentina,0:3,SSC Napoli,Italien Serie A
04.01. 18:30,ENG PL,Brighton & Hove,1:1,FC Arsenal,England Premier League
04.01. 19:00,FRA 1,Lille OSC,1:1,FC Nantes,Frankreich Ligue 1
04.01. 19:00,POR 1,Benfica Lissabon,1:2,Sporting Braga,Portugal Primeira Liga
04.01. 20:45,ITA A,Hellas Verona,0:0,Udinese Calcio,Italien Serie A
04.01. 21:00,FRA 1,Olympique Lyon,1:0,HSC Montpellier,Frankreich Ligue 1
05.01. 12:30,ITA A,AC Monza,1:2,Cagliari Calcio,Italien Serie A
05.01. 13:00,SCO PS,Hibernian FC,3:3,Glasgow Rangers,Schottland Premiership
05.01. 15:00,ENG PL,FC Fulham,2:2,Ipswich Town,England Premier League
05.01. 15:00,ITA A,US Lecce,0:0,FC Genua,Italien Serie A
05.01. 15:00,FRA 1,RC Lens,0:1,FC Toulouse,Frankreich Ligue 1
05.01. 15:00,FRA 1,Racing Strasbourg,3:1,AJ Auxerre,Frankreich Ligue 1
05.01. 15:00,FRA 1,SCO Angers,2:0,Stade Brest,Frankreich Ligue 1
05.01. 16:00,EH AUT,Fehervar AV19,2:1,Black Wings Linz,win2day ICE Hockey League
05.01. 16:00,SCO PS,Celtic Glasgow,3:0,FC St. Mirren,Schottland Premiership
05.01. 17:30,ENG PL,FC Liverpool,2:2,Manchester United,England Premier League
05.01. 17:30,FRA SC,Paris SG*,1:0,AS Monaco,Frankreich Trophée des Champions
05.01. 17:30,EH AUT,EC VSV,4:4,HK Olimpija,win2day ICE Hockey League
05.01. 17:30,EH AUT,HC Innsbruck,0:3,EC KAC,win2day ICE Hockey League
05.01. 17:30,EH AUT,Vienna Capitals,0:3,EC Graz 99ers,win2day ICE Hockey League
05.01. 18:00,ITA A,FC Torino,0:0,FC Parma,Italien Serie A
05.01. 19:30,GRE 1,Panathinaikos,2:1,PAOK Thessaloniki,Griechenland Super League
05.01. 20:45,ITA A,AS Roma,2:0,Lazio Rom,Italien Serie A
05.01. 20:45,FRA 1,Olymp. Marseille,5:1,Le Havre AC,Frankreich Ligue 1
06.01. 16:30,EH GER,EHC München,5:4,Löwen Frankfurt,Deutschland Eishockey Liga
06.01. 17:00,GRE 1,Panaitolikos,0:2,Olympiakos Piräus,Griechenland Super League
06.01. 18:00,CYP 1,FC Pafos,4:0,AEL Limassol,Zypern 1. Division
06.01. 19:45,EH SUI,HC Lausanne,1:1,EV Zug,Schweiz National League A
06.01. 21:00,ENG PL,Wolverhampton,0:3,Nottingham Forest,England Premier League
06.01. 21:00,ENG CS,Queens Park R.,2:1,Luton Town,England Championship
06.01. 21:15,POR 1,Gil Vicente,1:1,Rio Ave FC,Portugal Primeira Liga
