Num,Date,Time,League,Team 1,Score,Team 2,League Name
086,21.02.,18:55,EL,RB Salzburg,4:2,Club Brügge+2,UEFA Europa League
087,21.02.,18:55,EL,FC Arsenal ENG,3:0,BATE Borisov BLR,UEFA Europa League
088,21.02.,18:55,EL,Dinamo Zagreb CRO,3:0,Vikt. Pilsen CZE,UEFA Europa League
089,21.02.,18:55,EL,SSC Napoli ITA,2:0,FC Zürich SUI,UEFA Europa League
090,21.02.,18:55,EL,E. Frankfurt GER,4:1,Shakhtar Don. UKR,UEFA Europa League
091,21.02.,18:55,EL,FC Valencia ESP,1:0,Celtic Glasgow SCO,UEFA Europa League
092,21.02.,18:55,EL,Zenit St.Peter RUS,3:1,Fenerbahce TUR,UEFA Europa League
093,21.02.,18:55,EL,Villarreal CF ESP,1:1,Sporting Liss. POR,UEFA Europa League
094,21.02.,19:00,EH SWE,Skelleftea AIK,1:2,Lulea Hockey,Schweden Elitserien
095,21.02.,19:00,EH SWE,Brynas IF,2:4,HV 71,Schweden Elitserien
096,21.02.,19:00,EH SWE,Frölunda HC,4:2,Mora IK,Schweden Elitserien
097,21.02.,19:00,EH SWE,Timra IK,1:5,Växjö Lakers,Schweden Elitserien
098,21.02.,20:45,BB EL,O.Milano ITA,87:83,M.Tel Aviv ISR,Euroleague
099,21.02.,21:00,EL,Inter Mailand ITA,4:0,SK Rapid Wien AUT,UEFA Europa League
100,21.02.,21:00,EL,Inter Mailand,4:1,SK Rapid Wien+1,UEFA Europa League
101,21.02.,21:00,EL,Inter Mailand,4:2,SK Rapid Wien+2,UEFA Europa League
102,21.02.,21:00,EL,KRC Genk BEL,1:4,Slavia Prag CZE,UEFA Europa League
103,21.02.,21:00,EL,Leverkusen GER,1:1,FC Krasnodar RUS,UEFA Europa League
104,21.02.,21:00,EL,FC Chelsea ENG,3:0,Malmö FF SWE,UEFA Europa League
105,21.02.,21:00,EL,Betis Sevilla ESP,1:3,Stade Rennes FRA,UEFA Europa League
106,21.02.,21:00,EL,Dynamo Kiev UKR,1:0,Olympiakos P. GRE,UEFA Europa League
107,21.02.,21:00,EL,Benfica Lissab POR,0:0,Galatasaray TUR,UEFA Europa League
108,21.02.,21:00,BB EL,FC Barcelona ESP,77:67,Baskonia G. ESP,Euroleague
109,21.02.,23:15,COPA S,Liverpool Mont URU,0:0,EC Bahia BA BRA,Copa Sudamericana
110,22.02.,01:00,NHL,Toronto Maple L.,2:3,Washington Cap.,USA NHL
111,22.02.,01:00,NHL,Florida Panthers,3:4,Carolina Hurric.,USA NHL
112,22.02.,01:00,NHL,New Jersey Devils,4:0,Ottawa Senators,USA NHL
113,22.02.,01:00,NHL,New York Rangers,1:4,Minnesota Wild,USA NHL
114,22.02.,01:00,NHL,Pittsburgh Peng.,0:4,San Jose Sharks,USA NHL
115,22.02.,01:30,NHL,Montreal Canad.,5:1,Philadelphia Fl.,USA NHL
116,22.02.,01:30,NHL,Tampa Bay Lightn.,1:1,Buffalo Sabres,USA NHL
117,22.02.,02:00,NHL,Nashville Pred.,2:1,Los Angeles Kings,USA NHL
118,22.02.,02:30,NHL,Dallas Stars,5:2,St. Louis Blues,USA NHL
119,22.02.,03:00,NHL,Edmonton Oilers,3:3,NY Islanders,USA NHL
120,22.02.,04:00,NHL,Vancouver Can.,2:2,Arizona Coyotes,USA NHL
