Date,League,Team 1,Score,Team 2,League Name
15.02. 18:45,EL,Galatasaray,3:3,Sparta Prag+1,UEFA Europa League
15.02. 18:45,EL,Shakhtar Don. UKR*,2:2,Ol. Marseille FRA,UEFA Europa League
15.02. 18:45,CON LG,Molde FK NOR,3:2,Legia Warschau POL,UEFA Europa Conference League
15.02. 18:45,CON LG,Olympiakos P. GRE,1:0,Ferencvaros HUN,UEFA Europa Conference League
15.02. 18:45,CON LG,SK Sturm Graz AUT,4:1,Slov. Bratisl. SVK,UEFA Europa Conference League
15.02. 18:45,CON LG,SK Sturm Graz,4:2,Slov. Bratislava+1,UEFA Europa Conference League
15.02. 18:45,CON LG,Saint Gilloise BEL,2:2,E. Frankfurt GER,UEFA Europa Conference League
15.02. 18:45,CON LG,Saint Gilloise,2:3,Eintr. Frankfurt+1,UEFA Europa Conference League
15.02. 18:45,HB CL,Aalborg Handbo DEN,32:22,Croatia Zagreb CRO,Champions League
15.02. 18:45,HB CL,Pick Szeged HUN,29:27,Kolstad HB NOR,Champions League
15.02. 19:00,CYP 1,APOEL Nikosia,1:0,Aris Limassol,Zypern 1. Division
15.02. 19:30,EH GER,EHC München,7:3,Schwenninger W.W.,Deutschland Eishockey Liga
15.02. 19:30,EH GER,ERC Ingolstadt,3:3,Düsseldorfer EG,Deutschland Eishockey Liga
15.02. 19:30,EH GER,Adler Mannheim,6:4,EHC Wolfsburg,Deutschland Eishockey Liga
15.02. 20:45,ITA C1C,US Foggia,3:2,AC Monopoli,"Italien, Lega Pro Prima Divisione, Girone C"
15.02. 20:45,ITA C1C,Benevento Calcio,1:1,Audace Cerignola,"Italien, Lega Pro Prima Divisione, Girone C"
15.02. 20:45,HB CL,SC Magdeburg GER,28:22,Wisla Plock POL,Champions League
15.02. 20:45,HB CL,Porto POR,26:40,Veszprem HC HUN,Champions League
15.02. 21:00,EL,AC Milan ITA,3:0,Stade Rennes FRA,UEFA Europa League
15.02. 21:00,EL,AC Milan,3:1,Stade Rennes+1,UEFA Europa League
15.02. 21:00,EL,RC Lens FRA,0:0,SC Freiburg GER,UEFA Europa League
15.02. 21:00,EL,RC Lens,0:1,SC Freiburg+1,UEFA Europa League
15.02. 21:00,EL,Benfica Lissab POR,2:1,FC Toulouse FRA,UEFA Europa League
15.02. 21:00,EL,Benfica Lissabon,2:2,FC Toulouse+1,UEFA Europa League
15.02. 21:00,EL,Sporting Braga POR,2:4,Qarabag FK AZE,UEFA Europa League
15.02. 21:00,CON LG,Servette Genf SUI,0:0,Ludogorets BUL,UEFA Europa Conference League
15.02. 21:00,CON LG,Betis Sevilla ESP,0:1,Dinamo Zagreb CRO,UEFA Europa Conference League
15.02. 21:00,CON LG,Betis Sevilla,0:2,NK Dinamo Zagreb+1,UEFA Europa Conference League
15.02. 21:00,CON LG,Ajax Amsterd. NED,2:2,Bodö Glimt NOR,UEFA Europa Conference League
15.02. 21:00,CON LG,Ajax Amsterdam,2:3,Bodö Glimt+1,UEFA Europa Conference League
15.02. 21:00,CON LG,Maccabi Haifa ISR*,1:0,KAA Gent BEL,UEFA Europa Conference League
15.02. 21:00,ARG LC,Deportivo Riestra,1:2,Velez Sarsfield,"Argentinien, Ligacup"
15.02. 23:00,ARG LC,CA Platense,1:1,CA Belgrano,"Argentinien, Ligacup"
