Date,League,Team 1,Score,Team 2,League Name
21.01. 13:30,GER 2,FC Magdeburg,1:0,Wehen Wiesbaden,Deutschland 2. Bundesliga
21.01. 13:30,GER 2,SC Paderborn,0:1,Greuther Fürth,Deutschland 2. Bundesliga
21.01. 13:30,GER 2,Hertha BSC,2:2,Fortuna Düsseldorf,Deutschland 2. Bundesliga
21.01. 14:00,ESP 1,CA Osasuna,3:2,Getafe CF,Spanien La Liga
21.01. 14:00,TUR 1,Fenerbahce,1:1,Samsunspor,Türkei Süper Lig
21.01. 15:00,AFR CUP,Marokko,1:1,DR Kongo,Afrika Cup
21.01. 15:00,ENG PL,Sheffield United,2:2,West Ham United,England Premier League
21.01. 15:00,ITA A,FC Empoli,3:0,AC Monza,Italien Serie A
21.01. 15:30,GER BL,Bayern München,0:1,SV Werder Bremen,Deutschland Bundesliga
21.01. 15:30,GER BL,Bayern München,0:3,SV Werder Bremen+2,Deutschland Bundesliga
21.01. 15:30,ASICUP,Oman,0:0,Thailand,Asien Cup
21.01. 16:15,ESP 1,Real Madrid,3:2,UD Almeria,Spanien La Liga
21.01. 17:00,TUR 1,Trabzonspor,1:5,Galatasaray,Türkei Süper Lig
21.01. 17:30,GER BL,Mönchengladbach,1:2,FC Augsburg,Deutschland Bundesliga
21.01. 17:30,ENG PL,AFC Bournemouth,0:4,FC Liverpool,England Premier League
21.01. 18:00,AFR CUP,Sambia,1:1,Tansania,Afrika Cup
21.01. 18:00,ITA A,Salernitana Calcio,1:2,FC Genua,Italien Serie A
21.01. 18:30,ESP 1,Betis Sevilla,2:4,FC Barcelona,Spanien La Liga
21.01. 20:45,ITA A,US Lecce,0:3,Juventus Turin,Italien Serie A
21.01. 21:00,AFR CUP,Südafrika,4:0,Namibia,Afrika Cup
21.01. 21:00,ESP 1,FC Girona,5:1,FC Sevilla,Spanien La Liga
21.01. 21:00,NFL,Detroit Lions,31:23,Tampa Bay Buccan.,USA NFL
21.01. 21:05,FRA CUP,Stade Rennes,1:1,Olymp. Marseille,Frankreich Coupe de France
22.01. 00:30,NFL,Buffalo Bills,24:27,Kansas City Chiefs,USA NFL
22.01. 16:00,ASICUP,Tadschikistan,2:1,Libanon,Asien Cup
22.01. 16:00,ASICUP,Katar,1:0,China,Asien Cup
22.01. 18:00,AFR CUP,Guinea-Bissau,0:1,Nigeria,Afrika Cup
22.01. 18:00,AFR CUP,Äquatorialguinea,4:0,Elfenbeinküste,Afrika Cup
22.01. 18:00,HB EM,Frankreich,33:28,Österreich,Handball Europameisterschaft
22.01. 18:00,TUR 1,Kayserispor,0:1,Istanbulspor AS,Türkei Süper Lig
22.01. 18:00,TUR 2,Göztepe,4:1,Ümraniyespor,Türkei TFF 1. Lig
22.01. 18:00,CYP 1,Aris Limassol,2:1,Anorthosis,Zypern 1. Division
22.01. 18:00,CYP 1,AEK Larnaca,1:0,FC Pafos,Zypern 1. Division
22.01. 18:15,FRA 3,Dijon Football,1:1,Le Mans FC,Frankreich National
22.01. 19:00,FRA 3,FC Versailles,0:1,FC Martigues,Frankreich National
22.01. 19:00,ISR 1,Hapoel Tel Aviv,0:1,Beitar Jerusalem,Israel Superliga
22.01. 19:00,ROU 1,FCS Bukarest,4:0,UTA Arad,Rumänien Liga 1
22.01. 20:30,ESP 2,CD Leganes,2:0,Burgos CF,Spanien Segunda Division
22.01. 20:30,HB EM,Deutschland,35:28,Ungarn,Handball Europameisterschaft
22.01. 20:45,ITA C1C,Benevento Calcio,1:0,FC Casertana,"Italien, Lega Pro Prima Divisione, Girone C"
22.01. 20:45,ENG PL,Brighton & Hove,0:0,Wolverhampton,England Premier League
22.01. 21:00,AFR CUP,Kap Verde,2:2,Ägypten,Afrika Cup
22.01. 21:00,AFR CUP,Mosambik,2:2,Ghana,Afrika Cup
22.01. 21:00,ENG CS,Leicester City,1:1,Ipswich Town,England Championship
22.01. 21:00,ESP 1,Granada CF,0:1,Atletico Madrid,Spanien La Liga
